Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/input_Swag Labs_user-name""), ""locked_out_user"")",Chrome 127.0.0.0,,,31-07-2024 12:35:25,31-07-2024 12:35:26,"0,680s",PASSED
"doubleClick(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 127.0.0.0,,,31-07-2024 12:35:26,31-07-2024 12:35:26,"0,408s",PASSED
"setEncryptedText(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 127.0.0.0,,,31-07-2024 12:35:26,31-07-2024 12:35:27,"0,334s",PASSED
"click(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 127.0.0.0,,,31-07-2024 12:35:27,31-07-2024 12:35:27,"0,317s",PASSED
"rightClick(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/h3_Epic sadface Sorry, this user has been l_a91fd7""))",Chrome 127.0.0.0,,,31-07-2024 12:35:27,31-07-2024 12:35:45,"18,370s",PASSED
"click(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/div_Epic sadface Sorry, this user has been _e43fcb""))",Chrome 127.0.0.0,,,31-07-2024 12:35:45,31-07-2024 12:35:55,"9,800s",PASSED
"doubleClick(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/div_Accepted usernames arestandard_userlock_f87578""))",Chrome 127.0.0.0,,,31-07-2024 12:35:55,31-07-2024 12:35:55,"0,385s",PASSED
"doubleClick(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/input_Swag Labs_user-name""))",Chrome 127.0.0.0,,,31-07-2024 12:35:55,31-07-2024 12:35:56,"0,398s",PASSED
"setText(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/input_Swag Labs_user-name""), ""problem_user"")",Chrome 127.0.0.0,,,31-07-2024 12:35:56,31-07-2024 12:35:56,"0,583s",PASSED
"click(findTestObject(""Object Repository/SauceDLogin2/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 127.0.0.0,,,31-07-2024 12:35:56,31-07-2024 12:35:57,"0,275s",PASSED
Start listener action : afterTest,Chrome 127.0.0.0,,,31-07-2024 12:35:57,31-07-2024 12:35:57,"0,002s",PASSED
