Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Edge Chromium 126,,,24-07-2024 16:53:13,24-07-2024 16:53:15,"1,743s",PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Edge Chromium 126,,,24-07-2024 16:53:15,24-07-2024 16:53:19,"3,387s",PASSED
"setText(findTestObject(""Udemy Orange HRM/Page_OrangeHRM/input_Username_username""), ""Admin"")",Edge Chromium 126,,,24-07-2024 16:53:19,24-07-2024 16:53:20,"1,514s",PASSED
"setEncryptedText(findTestObject(""Udemy Orange HRM/Page_OrangeHRM/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Edge Chromium 126,,,24-07-2024 16:53:20,24-07-2024 16:53:21,"0,670s",PASSED
"click(findTestObject(""Udemy Orange HRM/Page_OrangeHRM/button_Login""))",Edge Chromium 126,,,24-07-2024 16:53:21,24-07-2024 16:53:23,"1,946s",PASSED
"verifyTextPresent(""Dashboard"", false)",Edge Chromium 126,,,24-07-2024 16:53:23,24-07-2024 16:53:25,"2,073s",PASSED
closeBrowser(),Edge Chromium 126,,,24-07-2024 16:53:25,24-07-2024 16:53:26,"0,723s",PASSED
,,,,,,,
Test Cases/TC UDEMY/TC - 005 Script Mode,Edge Chromium 126,,,24-07-2024 16:53:26,24-07-2024 16:53:36,"10,707s",PASSED
"openBrowser("""")",Edge Chromium 126,,,24-07-2024 16:53:26,24-07-2024 16:53:28,"2,258s",PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Edge Chromium 126,,,24-07-2024 16:53:28,24-07-2024 16:53:31,"3,153s",PASSED
"setText(findTestObject(""Object Repository/Udemy Orange HRM/Page_OrangeHRM/input_Username_username""), ""Admin"")",Edge Chromium 126,,,24-07-2024 16:53:31,24-07-2024 16:53:33,"1,330s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Udemy Orange HRM/Page_OrangeHRM/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Edge Chromium 126,,,24-07-2024 16:53:33,24-07-2024 16:53:33,"0,842s",PASSED
"click(findTestObject(""Object Repository/Udemy Orange HRM/Page_OrangeHRM/button_Login""))",Edge Chromium 126,,,24-07-2024 16:53:33,24-07-2024 16:53:35,"1,590s",PASSED
"verifyTextPresent(""Dashboard"", false)",Edge Chromium 126,,,24-07-2024 16:53:35,24-07-2024 16:53:36,"1,012s",PASSED
closeBrowser(),Edge Chromium 126,,,24-07-2024 16:53:36,24-07-2024 16:53:36,"0,324s",PASSED
