Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""), ""Hongkong CURA Healthcare Center"")",Edge Chromium 126,,,24-07-2024 16:49:41,24-07-2024 16:49:41,"0,344s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Edge Chromium 126,,,24-07-2024 16:49:41,24-07-2024 16:49:42,"0,694s",PASSED
closeBrowser(),Edge Chromium 126,,,24-07-2024 16:49:42,24-07-2024 16:49:43,"0,701s",PASSED
,,,,,,,
Test Cases/TC YT/TC-002,Edge Chromium 126,,,24-07-2024 16:49:43,24-07-2024 16:49:53,"9,970s",PASSED
"openBrowser("""")",Edge Chromium 126,,,24-07-2024 16:49:43,24-07-2024 16:49:44,"1,244s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Edge Chromium 126,,,24-07-2024 16:49:44,24-07-2024 16:49:47,"2,694s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment (1)""))",Edge Chromium 126,,,24-07-2024 16:49:47,24-07-2024 16:49:48,"0,863s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username (1)""), ""John Doe"")",Edge Chromium 126,,,24-07-2024 16:49:48,24-07-2024 16:49:49,"0,933s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password (1)""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Edge Chromium 126,,,24-07-2024 16:49:49,24-07-2024 16:49:49,"0,632s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login (1)""))",Edge Chromium 126,,,24-07-2024 16:49:49,24-07-2024 16:49:51,"1,704s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Edge Chromium 126,,,24-07-2024 16:49:51,24-07-2024 16:49:52,"0,477s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""), 0)",Edge Chromium 126,,,24-07-2024 16:49:52,24-07-2024 16:49:52,"0,390s",PASSED
closeBrowser(),Edge Chromium 126,,,24-07-2024 16:49:52,24-07-2024 16:49:53,"0,830s",PASSED
