Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Edge Chromium 126,,,24-07-2024 16:53:16,24-07-2024 16:53:19,"3,619s",PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Edge Chromium 126,,,24-07-2024 16:53:19,24-07-2024 16:53:23,"3,537s",PASSED
"setText(findTestObject(""Udemy Orange HRM/Page_OrangeHRM/input_Username_username""), ""Admin"")",Edge Chromium 126,,,24-07-2024 16:53:23,24-07-2024 16:53:25,"2,223s",PASSED
"setEncryptedText(findTestObject(""Udemy Orange HRM/Page_OrangeHRM/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Edge Chromium 126,,,24-07-2024 16:53:25,24-07-2024 16:53:26,"1,118s",PASSED
"click(findTestObject(""Udemy Orange HRM/Page_OrangeHRM/button_Login""))",Edge Chromium 126,,,24-07-2024 16:53:26,24-07-2024 16:53:28,"1,800s",PASSED
"verifyTextPresent(""Dashboard"", false)",Edge Chromium 126,,,24-07-2024 16:53:28,24-07-2024 16:53:29,"1,212s",PASSED
closeBrowser(),Edge Chromium 126,,,24-07-2024 16:53:29,24-07-2024 16:53:30,"1,121s",PASSED
,,,,,,,
Test Cases/TC UDEMY/TC - 005 Script Mode,Edge Chromium 126,,,24-07-2024 16:53:30,24-07-2024 16:53:41,"10,625s",PASSED
"openBrowser("""")",Edge Chromium 126,,,24-07-2024 16:53:30,24-07-2024 16:53:33,"3,070s",PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Edge Chromium 126,,,24-07-2024 16:53:33,24-07-2024 16:53:36,"2,680s",PASSED
"setText(findTestObject(""Object Repository/Udemy Orange HRM/Page_OrangeHRM/input_Username_username""), ""Admin"")",Edge Chromium 126,,,24-07-2024 16:53:36,24-07-2024 16:53:38,"1,384s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Udemy Orange HRM/Page_OrangeHRM/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Edge Chromium 126,,,24-07-2024 16:53:38,24-07-2024 16:53:38,"0,382s",PASSED
"click(findTestObject(""Object Repository/Udemy Orange HRM/Page_OrangeHRM/button_Login""))",Edge Chromium 126,,,24-07-2024 16:53:38,24-07-2024 16:53:40,"1,637s",PASSED
"verifyTextPresent(""Dashboard"", false)",Edge Chromium 126,,,24-07-2024 16:53:40,24-07-2024 16:53:41,"0,964s",PASSED
closeBrowser(),Edge Chromium 126,,,24-07-2024 16:53:41,24-07-2024 16:53:41,"0,327s",PASSED
