Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Edge Chromium 126,,,15-07-2024 18:25:52,15-07-2024 18:25:52,"0,600s",PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Edge Chromium 126,,,15-07-2024 18:25:52,15-07-2024 18:25:53,"0,646s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""), ""Hongkong CURA Healthcare Center"")",Edge Chromium 126,,,15-07-2024 18:25:53,15-07-2024 18:25:53,"0,296s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Edge Chromium 126,,,15-07-2024 18:25:53,15-07-2024 18:25:54,"0,635s",PASSED
closeBrowser(),Edge Chromium 126,,,15-07-2024 18:25:54,15-07-2024 18:25:54,"0,528s",PASSED
,,,,,,,
Test Cases/TC-002,Edge Chromium 126,,,15-07-2024 18:25:54,15-07-2024 18:26:02,"7,660s",PASSED
"openBrowser("""")",Edge Chromium 126,,,15-07-2024 18:25:55,15-07-2024 18:25:55,"0,924s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Edge Chromium 126,,,15-07-2024 18:25:55,15-07-2024 18:25:58,"2,602s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment (1)""))",Edge Chromium 126,,,15-07-2024 18:25:58,15-07-2024 18:25:59,"0,660s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username (1)""), ""John Doe"")",Edge Chromium 126,,,15-07-2024 18:25:59,15-07-2024 18:26:00,"0,866s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password (1)""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Edge Chromium 126,,,15-07-2024 18:26:00,15-07-2024 18:26:00,"0,372s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login (1)""))",Edge Chromium 126,,,15-07-2024 18:26:00,15-07-2024 18:26:01,"0,982s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Edge Chromium 126,,,15-07-2024 18:26:01,15-07-2024 18:26:02,"0,563s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""), 0)",Edge Chromium 126,,,15-07-2024 18:26:02,15-07-2024 18:26:02,"0,277s",PASSED
closeBrowser(),Edge Chromium 126,,,15-07-2024 18:26:02,15-07-2024 18:26:02,"0,327s",PASSED
